invoice_no,customer_id,category,quantity,price,payment_method,invoice_date,shopping_mall
I109472,292,Clothing,2,600.16,Cash,1/7/2022,Mall of Istanbul
I710924,1210,Food & Beverage,1,5.23,Cash,4/2/2023,Emaar Square Mall
I210348,929,Clothing,3,900.24,Credit Card,16/05/2021,Viaport Outlet
I124419,118,Clothing,1,300.08,Credit Card,13/07/2021,Metropol AVM
I325760,259,Food & Beverage,1,5.23,Debit Card,29/10/2022,Metrocity
I140510,1079,Cosmetics,4,162.64,Credit Card,24/06/2021,Mall of Istanbul
I146094,1638,Technology,2,2100.0,Debit Card,25/03/2022,Kanyon
I229398,553,Clothing,5,1500.4,Cash,23/08/2021,Metrocity
I189241,1612,Souvenir,3,35.19,Debit Card,3/9/2021,Metropol AVM
I324793,620,Cosmetics,3,121.98,Credit Card,24/09/2022,Mall of Istanbul
I115493,714,Food & Beverage,5,26.15,Credit Card,6/5/2022,Kanyon
I223480,410,Food & Beverage,5,26.15,Debit Card,13/10/2022,Metrocity
I238612,56,Clothing,3,900.24,Cash,9/12/2022,Kanyon
I241561,207,Toys,3,107.52,Cash,14/07/2021,Kanyon
I811435,230,Food & Beverage,1,5.23,Cash,23/05/2021,Mall of Istanbul
I106877,395,Food & Beverage,2,10.46,Credit Card,26/06/2022,Metrocity
I965725,262,Clothing,4,1200.32,Debit Card,31/03/2021,Kanyon
I283438,66,Cosmetics,4,162.64,Credit Card,24/11/2022,Istinye Park
I243654,113,Shoes,1,600.17,Cash,12/2/2021,Kanyon
I207878,1779,Souvenir,4,46.92,Credit Card,30/09/2022,Metrocity
I234213,683,Clothing,3,900.24,Credit Card,9/6/2021,Mall of Istanbul
I338646,2496,Cosmetics,4,162.64,Cash,7/1/2021,Mall of Istanbul
I297850,727,Food & Beverage,2,10.46,Credit Card,24/10/2021,Metrocity
I572901,806,Clothing,3,900.24,Credit Card,19/02/2021,Kanyon
I522484,2432,Cosmetics,3,121.98,Credit Card,11/2/2022,Mall of Istanbul
I248261,184,Cosmetics,4,162.64,Credit Card,1/7/2022,Kanyon
I987785,3021,Books,4,60.6,Debit Card,4/7/2022,Emaar Square Mall
I559464,1888,Shoes,5,3000.85,Cash,16/12/2021,Mall of Istanbul
I125604,1097,Clothing,2,600.16,Credit Card,28/09/2022,Metropol AVM
I247788,24,Clothing,1,300.08,Credit Card,1/1/2023,Kanyon
I394806,98,Clothing,4,1200.32,Cash,21/06/2022,Kanyon
I765728,208,Food & Beverage,1,5.23,Cash,20/12/2021,Metrocity
I822360,476,Clothing,2,600.16,Debit Card,5/1/2023,Kanyon
I688698,2085,Toys,1,35.84,Cash,8/1/2023,Metropol AVM
I313575,854,Toys,2,71.68,Cash,6/11/2022,Metrocity
I489652,689,Food & Beverage,5,26.15,Credit Card,5/12/2022,Kanyon
I674202,887,Clothing,4,1200.32,Credit Card,26/08/2021,Kanyon
I569058,359,Toys,2,71.68,Debit Card,6/7/2022,Metropol AVM
I239194,326,Cosmetics,4,162.64,Cash,26/01/2021,Mall of Istanbul
I480107,1197,Clothing,2,600.16,Credit Card,25/01/2022,Istinye Park
I200559,1537,Shoes,4,2400.68,Credit Card,29/12/2021,Mall of Istanbul
I142961,496,Clothing,4,1200.32,Credit Card,3/11/2021,Kanyon
I274806,86,Clothing,2,600.16,Credit Card,29/08/2021,Kanyon
I469006,2744,Clothing,1,300.08,Debit Card,26/06/2021,Mall of Istanbul
I804190,810,Shoes,3,1800.51,Credit Card,6/1/2023,Zorlu Center
I135943,314,Clothing,4,1200.32,Credit Card,31/01/2022,Kanyon
I147099,1366,Toys,2,71.68,Credit Card,30/05/2022,Kanyon
I168255,109,Cosmetics,4,162.64,Debit Card,10/12/2022,Metrocity
I265091,136,Clothing,2,600.16,Cash,5/12/2022,Emaar Square Mall
I143436,45,Technology,2,2100.0,Debit Card,29/12/2022,Mall of Istanbul
I119541,187,Shoes,1,600.17,Cash,5/2/2023,Metropol AVM
I165455,249,Souvenir,4,46.92,Cash,3/2/2023,Forum Istanbul
I281790,765,Books,4,60.6,Cash,24/11/2022,Istinye Park
I313391,427,Food & Beverage,5,26.15,Cash,27/10/2021,Kanyon
I539432,23,Clothing,5,1500.4,Credit Card,21/08/2022,Mall of Istanbul
I195144,855,Food & Beverage,1,5.23,Cash,9/6/2022,Mall of Istanbul
I126478,527,Books,5,75.75,Cash,25/06/2021,Kanyon
I945391,431,Cosmetics,2,81.32,Cash,1/10/2022,Istinye Park
I143032,1946,Books,5,75.75,Credit Card,16/12/2022,Kanyon
I267667,734,Shoes,5,3000.85,Cash,30/05/2022,Istinye Park
I278112,753,Clothing,1,300.08,Cash,26/11/2021,Forum Istanbul
I336737,126,Clothing,2,600.16,Cash,21/06/2022,Kanyon
I263199,2321,Technology,4,4200.0,Cash,15/12/2022,Emaar Square Mall
I104874,3021,Cosmetics,1,40.66,Cash,6/3/2023,Mall of Istanbul
I129783,1480,Cosmetics,1,40.66,Debit Card,25/02/2023,Metrocity
I112771,317,Clothing,2,600.16,Debit Card,22/10/2021,Cevahir AVM
I547811,228,Souvenir,3,35.19,Cash,1/3/2022,Metropol AVM
I227187,464,Toys,3,107.52,Debit Card,7/3/2022,Mall of Istanbul
I988297,117,Shoes,5,3000.85,Cash,17/08/2022,Kanyon
I283105,2451,Food & Beverage,2,10.46,Credit Card,8/6/2022,Zorlu Center
I252573,3127,Technology,4,4200.0,Cash,6/12/2021,Metropol AVM
I655869,1391,Clothing,1,300.08,Cash,24/01/2021,Istinye Park
I439921,63,Souvenir,4,46.92,Cash,15/04/2021,Kanyon
I104199,321,Toys,4,143.36,Cash,1/5/2022,Metrocity
I930504,695,Shoes,3,1800.51,Credit Card,5/1/2021,Metropol AVM
I279118,871,Cosmetics,2,81.32,Cash,5/6/2022,Metrocity
I324192,1208,Souvenir,5,58.65,Credit Card,1/10/2022,Forum Istanbul
I156026,56,Clothing,2,600.16,Credit Card,26/05/2021,Istinye Park
I153101,562,Clothing,1,300.08,Cash,3/11/2022,Istinye Park
I183999,1290,Food & Beverage,3,15.69,Credit Card,21/03/2022,Zorlu Center
I177536,285,Clothing,1,300.08,Cash,26/05/2022,Metropol AVM
I195335,1116,Clothing,5,1500.4,Debit Card,23/09/2022,Forum Istanbul
I967799,986,Cosmetics,2,81.32,Cash,16/12/2021,Metropol AVM
I179026,246,Food & Beverage,4,20.92,Cash,23/08/2022,Mall of Istanbul
I695230,204,Clothing,1,300.08,Credit Card,11/4/2022,Metrocity
I317651,774,Shoes,5,3000.85,Cash,14/05/2022,Metrocity
I546976,384,Cosmetics,3,121.98,Credit Card,14/02/2022,Metropol AVM
I459625,987,Shoes,3,1800.51,Cash,8/2/2023,Mall of Istanbul
I485844,3303,Clothing,1,300.08,Cash,12/12/2021,Metrocity
I297303,3108,Technology,3,3150.0,Credit Card,17/08/2021,Metrocity
I324960,2606,Shoes,1,600.17,Credit Card,15/05/2021,Viaport Outlet
I138937,1086,Food & Beverage,1,5.23,Cash,7/4/2021,Cevahir AVM
I193469,49,Clothing,1,300.08,Credit Card,24/05/2022,Zorlu Center
I191529,715,Clothing,4,1200.32,Debit Card,11/11/2022,Kanyon
I116385,1028,Souvenir,5,58.65,Cash,16/04/2022,Viaport Outlet
I989470,26,Technology,3,3150.0,Cash,10/10/2021,Mall of Istanbul
I108730,318,Food & Beverage,4,20.92,Cash,1/5/2022,Viaport Outlet
I288319,1040,Toys,5,179.2,Credit Card,24/02/2023,Metrocity
I191025,641,Toys,1,35.84,Cash,21/01/2023,Zorlu Center
I314651,1854,Clothing,2,600.16,Cash,12/6/2022,Kanyon
I303015,274,Food & Beverage,1,5.23,Cash,18/03/2021,Mall of Istanbul
I220581,294,Food & Beverage,3,15.69,Cash,8/8/2022,Kanyon
I476687,3421,Clothing,2,600.16,Credit Card,29/06/2022,Forum Istanbul
I310094,1689,Cosmetics,1,40.66,Debit Card,6/5/2022,Istinye Park
I244678,18,Clothing,2,600.16,Credit Card,26/01/2022,Mall of Istanbul
I309773,913,Clothing,2,600.16,Debit Card,10/3/2022,Metrocity
I834400,318,Clothing,1,300.08,Cash,10/11/2022,Metrocity
I604199,152,Souvenir,2,23.46,Cash,24/01/2022,Mall of Istanbul
I324711,102,Clothing,1,300.08,Debit Card,20/07/2022,Viaport Outlet
I297785,789,Clothing,3,900.24,Cash,5/1/2023,Cevahir AVM
I100899,121,Clothing,5,1500.4,Cash,23/06/2022,Kanyon
I326910,443,Cosmetics,2,81.32,Credit Card,4/4/2022,Metrocity
I146022,633,Clothing,2,600.16,Credit Card,13/04/2022,Forum Istanbul
I136643,305,Clothing,5,1500.4,Cash,29/06/2021,Cevahir AVM
I293508,953,Shoes,5,3000.85,Credit Card,10/2/2023,Viaport Outlet
I143220,43,Technology,5,5250.0,Credit Card,12/8/2021,Mall of Istanbul
I114218,1660,Food & Beverage,4,20.92,Cash,23/11/2022,Metropol AVM
I154671,1313,Toys,1,35.84,Credit Card,19/01/2022,Metrocity
I300149,778,Technology,2,2100.0,Cash,7/10/2022,Metropol AVM
I174497,1099,Cosmetics,4,162.64,Debit Card,30/05/2021,Kanyon
I243673,311,Clothing,4,1200.32,Cash,9/8/2021,Mall of Istanbul
I453753,421,Shoes,3,1800.51,Cash,26/08/2022,Metrocity
I136494,1241,Cosmetics,3,121.98,Cash,4/3/2023,Kanyon
I134724,563,Clothing,2,600.16,Cash,15/10/2021,Istinye Park
I447211,1714,Cosmetics,1,40.66,Cash,22/03/2022,Mall of Istanbul
I101627,722,Food & Beverage,2,10.46,Debit Card,26/08/2022,Zorlu Center
I279594,3210,Shoes,5,3000.85,Credit Card,28/08/2021,Viaport Outlet
I180701,129,Toys,3,107.52,Credit Card,8/4/2022,Metrocity
I148784,429,Books,5,75.75,Credit Card,15/07/2021,Kanyon
I167900,258,Toys,2,71.68,Cash,11/4/2022,Kanyon
I333796,1893,Clothing,4,1200.32,Credit Card,10/4/2021,Mall of Istanbul
I184895,955,Cosmetics,4,162.64,Cash,31/12/2021,Mall of Istanbul
I208943,670,Shoes,2,1200.34,Cash,23/03/2021,Mall of Istanbul
I289568,350,Cosmetics,1,40.66,Cash,6/1/2023,Zorlu Center
I989955,1560,Books,5,75.75,Cash,14/06/2021,Mall of Istanbul
I281393,1234,Food & Beverage,3,15.69,Credit Card,2/1/2023,Metropol AVM
I251489,466,Clothing,1,300.08,Cash,9/11/2021,Istinye Park
I167768,1024,Technology,4,4200.0,Debit Card,8/10/2022,Mall of Istanbul
I117771,1166,Food & Beverage,4,20.92,Credit Card,7/6/2022,Mall of Istanbul
I333785,748,Clothing,5,1500.4,Credit Card,1/6/2021,Cevahir AVM
I149594,50,Clothing,4,1200.32,Cash,6/3/2021,Kanyon
I145772,89,Food & Beverage,3,15.69,Credit Card,2/1/2022,Cevahir AVM
I265433,432,Food & Beverage,3,15.69,Credit Card,7/10/2022,Metropol AVM
I328297,809,Clothing,5,1500.4,Cash,12/4/2022,Mall of Istanbul
I226034,1498,Food & Beverage,4,20.92,Cash,28/02/2023,Metrocity
I148977,692,Cosmetics,4,162.64,Credit Card,23/03/2021,Mall of Istanbul
I545228,615,Food & Beverage,4,20.92,Cash,12/8/2022,Istinye Park
I108955,716,Shoes,4,2400.68,Cash,1/9/2022,Viaport Outlet
I273813,500,Cosmetics,4,162.64,Debit Card,5/2/2021,Istinye Park
I279899,2153,Souvenir,3,35.19,Cash,15/09/2022,Mall of Istanbul
I920783,1599,Food & Beverage,4,20.92,Cash,16/05/2022,Metropol AVM
I201708,9,Food & Beverage,1,5.23,Cash,27/12/2021,Mall of Istanbul
I332664,320,Clothing,4,1200.32,Credit Card,16/01/2023,Istinye Park
I261071,3130,Clothing,3,900.24,Credit Card,21/03/2021,Metrocity
I122646,565,Food & Beverage,4,20.92,Cash,17/05/2021,Mall of Istanbul
I145421,560,Technology,1,1050.0,Cash,17/09/2022,Kanyon
I313458,110,Clothing,1,300.08,Cash,18/02/2021,Kanyon
I251105,709,Clothing,5,1500.4,Cash,12/6/2022,Metrocity
I225805,353,Souvenir,3,35.19,Debit Card,13/01/2022,Forum Istanbul
I504654,28,Clothing,2,600.16,Debit Card,4/9/2021,Mall of Istanbul
I780944,634,Clothing,3,900.24,Debit Card,4/3/2023,Metrocity
I110010,83,Clothing,2,600.16,Debit Card,7/3/2021,Istinye Park
I203797,294,Technology,1,1050.0,Cash,19/10/2021,Metrocity
I312349,232,Cosmetics,1,40.66,Cash,17/01/2022,Istinye Park
I125254,2166,Toys,1,35.84,Cash,9/12/2021,Mall of Istanbul
I335551,592,Shoes,3,1800.51,Credit Card,11/8/2022,Zorlu Center
I246628,1468,Food & Beverage,1,5.23,Credit Card,2/3/2022,Zorlu Center
I360114,11,Clothing,5,1500.4,Cash,21/09/2021,Kanyon
I709489,332,Clothing,3,900.24,Credit Card,30/01/2022,Kanyon
I381790,220,Toys,1,35.84,Cash,17/01/2021,Metropol AVM
I899021,1046,Toys,4,143.36,Credit Card,19/07/2022,Istinye Park
I127300,992,Cosmetics,5,203.3,Debit Card,25/02/2023,Emaar Square Mall
I225536,32,Cosmetics,3,121.98,Cash,7/6/2022,Mall of Istanbul
I138078,136,Clothing,2,600.16,Debit Card,6/12/2021,Viaport Outlet
I138624,589,Clothing,1,300.08,Credit Card,15/04/2021,Istinye Park
I321932,149,Clothing,1,300.08,Credit Card,20/09/2021,Metrocity
I418988,1473,Toys,1,35.84,Cash,30/04/2021,Emaar Square Mall
I135692,231,Clothing,3,900.24,Credit Card,25/04/2022,Mall of Istanbul
I272200,111,Books,2,30.3,Cash,17/04/2022,Viaport Outlet
I936462,259,Toys,1,35.84,Cash,24/02/2023,Emaar Square Mall
I364473,211,Souvenir,2,23.46,Cash,21/08/2021,Kanyon
I454029,584,Clothing,5,1500.4,Cash,5/4/2022,Cevahir AVM
I310320,1197,Shoes,3,1800.51,Credit Card,24/11/2021,Mall of Istanbul
I934848,526,Technology,4,4200.0,Credit Card,25/01/2022,Zorlu Center
I205617,101,Shoes,1,600.17,Debit Card,1/2/2023,Emaar Square Mall
I181869,281,Food & Beverage,1,5.23,Cash,4/3/2023,Mall of Istanbul
I261783,345,Shoes,4,2400.68,Cash,2/3/2023,Mall of Istanbul
I266474,1268,Shoes,4,2400.68,Debit Card,6/11/2022,Zorlu Center
I200847,713,Technology,4,4200.0,Cash,6/7/2021,Forum Istanbul
I146415,1663,Food & Beverage,5,26.15,Debit Card,8/6/2021,Metrocity
I280488,1248,Clothing,4,1200.32,Credit Card,24/01/2021,Metrocity
I336328,910,Food & Beverage,3,15.69,Cash,5/10/2021,Kanyon
I233188,198,Food & Beverage,3,15.69,Debit Card,4/2/2022,Mall of Istanbul
I250113,142,Clothing,5,1500.4,Cash,23/10/2021,Metropol AVM
I170028,902,Clothing,5,1500.4,Cash,8/6/2022,Metrocity
I258647,993,Books,4,60.6,Cash,16/10/2022,Mall of Istanbul
I162009,335,Toys,4,143.36,Debit Card,11/2/2022,Kanyon
I791107,5013,Clothing,5,1500.4,Credit Card,22/11/2022,Metrocity
I241940,723,Food & Beverage,5,26.15,Debit Card,16/07/2022,Emaar Square Mall
I143113,743,Clothing,1,300.08,Debit Card,5/9/2022,Forum Istanbul
I197316,3664,Clothing,4,1200.32,Cash,22/01/2021,Kanyon
I196797,2744,Clothing,1,300.08,Credit Card,24/08/2022,Mall of Istanbul
I894729,616,Cosmetics,1,40.66,Credit Card,31/01/2022,Kanyon
I338129,38,Clothing,4,1200.32,Cash,10/12/2021,Mall of Istanbul
I177429,1633,Food & Beverage,4,20.92,Cash,7/10/2021,Kanyon
I297151,2576,Cosmetics,3,121.98,Debit Card,28/03/2022,Mall of Istanbul
I228277,22,Food & Beverage,2,10.46,Cash,27/01/2021,Cevahir AVM
I602777,478,Cosmetics,1,40.66,Cash,10/8/2021,Mall of Istanbul
I275806,190,Technology,5,5250.0,Credit Card,6/12/2022,Metrocity
I130178,64,Cosmetics,2,81.32,Debit Card,18/04/2022,Mall of Istanbul
I168621,262,Souvenir,4,46.92,Credit Card,21/06/2022,Metropol AVM
I158897,709,Clothing,4,1200.32,Debit Card,28/09/2022,Metropol AVM
I100294,616,Food & Beverage,3,15.69,Cash,12/12/2022,Istinye Park
I233096,532,Shoes,2,1200.34,Cash,9/10/2022,Mall of Istanbul
I484962,585,Clothing,1,300.08,Credit Card,26/12/2022,Mall of Istanbul
I483733,2094,Clothing,4,1200.32,Cash,24/05/2022,Emaar Square Mall
I794170,333,Food & Beverage,3,15.69,Credit Card,18/01/2023,Kanyon
I752451,304,Food & Beverage,1,5.23,Credit Card,3/7/2022,Viaport Outlet
I788067,1252,Cosmetics,1,40.66,Cash,29/01/2022,Metropol AVM
I547810,1306,Shoes,5,3000.85,Cash,2/11/2021,Viaport Outlet
I136479,2703,Clothing,5,1500.4,Debit Card,26/07/2022,Kanyon
I257567,1730,Clothing,4,1200.32,Debit Card,2/4/2021,Kanyon
I689304,1173,Technology,3,3150.0,Credit Card,8/10/2021,Zorlu Center
I317368,386,Clothing,3,900.24,Credit Card,23/04/2022,Zorlu Center
I267174,27,Clothing,3,900.24,Cash,20/07/2021,Kanyon
I197879,177,Cosmetics,4,162.64,Cash,9/8/2022,Metrocity
I603479,1723,Clothing,2,600.16,Credit Card,20/07/2022,Metrocity
I155868,651,Technology,5,5250.0,Credit Card,6/8/2021,Kanyon
I969759,25,Food & Beverage,3,15.69,Credit Card,9/6/2022,Kanyon
I170250,2042,Clothing,4,1200.32,Cash,1/6/2022,Mall of Istanbul
I284701,97,Clothing,5,1500.4,Cash,7/3/2023,Kanyon
I296952,492,Shoes,1,600.17,Debit Card,6/12/2021,Istinye Park
I176703,280,Cosmetics,2,81.32,Cash,8/6/2021,Kanyon
I226779,684,Food & Beverage,2,10.46,Credit Card,2/10/2022,Cevahir AVM
I160553,890,Cosmetics,5,203.3,Debit Card,12/7/2022,Istinye Park
I291723,185,Cosmetics,4,162.64,Cash,21/01/2022,Kanyon
I333087,63,Toys,3,107.52,Cash,13/07/2022,Cevahir AVM
I289839,585,Books,4,60.6,Cash,10/1/2021,Zorlu Center
I209079,229,Toys,4,143.36,Cash,4/2/2023,Istinye Park
I391924,3177,Food & Beverage,1,5.23,Cash,27/03/2022,Forum Istanbul
I170326,674,Toys,3,107.52,Cash,26/10/2021,Viaport Outlet
I126719,684,Cosmetics,5,203.3,Debit Card,3/8/2021,Kanyon
I293953,1915,Clothing,1,300.08,Credit Card,27/03/2022,Cevahir AVM
I166101,3309,Clothing,1,300.08,Cash,4/12/2021,Forum Istanbul
I282069,356,Clothing,1,300.08,Debit Card,28/01/2021,Metropol AVM
I702091,532,Clothing,3,900.24,Cash,2/11/2022,Mall of Istanbul
I950056,37,Toys,5,179.2,Credit Card,2/1/2022,Istinye Park
I196068,645,Technology,2,2100.0,Debit Card,23/07/2021,Forum Istanbul
I256403,999,Clothing,4,1200.32,Cash,6/4/2021,Metrocity
I327325,992,Clothing,3,900.24,Cash,13/09/2021,Metrocity
I252940,601,Clothing,3,900.24,Cash,2/3/2022,Kanyon
I458720,366,Shoes,5,3000.85,Cash,24/11/2021,Metrocity
I155484,202,Shoes,5,3000.85,Cash,18/06/2022,Metropol AVM
I511968,462,Clothing,2,600.16,Cash,22/10/2022,Zorlu Center
I273436,219,Shoes,4,2400.68,Credit Card,20/01/2021,Metrocity
I208725,1261,Souvenir,5,58.65,Credit Card,3/2/2022,Metropol AVM
I296775,3826,Technology,4,4200.0,Cash,18/02/2022,Mall of Istanbul
I348162,299,Clothing,2,600.16,Credit Card,8/12/2021,Metrocity
I311343,315,Cosmetics,1,40.66,Cash,18/01/2022,Metropol AVM
I110411,1524,Technology,4,4200.0,Cash,10/9/2022,Emaar Square Mall
I138749,180,Food & Beverage,2,10.46,Credit Card,27/01/2021,Mall of Istanbul
I147057,1486,Shoes,2,1200.34,Credit Card,20/09/2022,Mall of Istanbul
I697328,581,Clothing,4,1200.32,Debit Card,9/4/2022,Mall of Istanbul
I565406,595,Clothing,5,1500.4,Cash,4/3/2023,Metropol AVM
I228099,380,Toys,1,35.84,Debit Card,21/02/2023,Metrocity
I140303,1493,Cosmetics,4,162.64,Cash,19/01/2021,Forum Istanbul
I242543,345,Clothing,4,1200.32,Cash,12/4/2021,Forum Istanbul
I269936,1042,Books,1,15.15,Cash,8/2/2022,Zorlu Center
I510935,1181,Clothing,5,1500.4,Cash,23/02/2021,Mall of Istanbul
I333115,1666,Shoes,2,1200.34,Debit Card,21/06/2022,Cevahir AVM
I768692,1964,Clothing,3,900.24,Credit Card,25/09/2021,Emaar Square Mall
I177139,2635,Cosmetics,2,81.32,Cash,1/9/2021,Metropol AVM
I129805,165,Food & Beverage,3,15.69,Credit Card,5/2/2023,Kanyon
I272612,1186,Shoes,2,1200.34,Debit Card,13/01/2023,Forum Istanbul
I160169,773,Toys,3,107.52,Credit Card,9/12/2022,Emaar Square Mall
I741062,86,Clothing,5,1500.4,Cash,24/05/2022,Metrocity
I201655,383,Clothing,4,1200.32,Cash,20/01/2023,Istinye Park
I956904,1888,Technology,1,1050.0,Credit Card,4/3/2022,Forum Istanbul
I324023,93,Toys,1,35.84,Cash,2/10/2022,Metrocity
I127160,3648,Souvenir,4,46.92,Cash,6/5/2021,Kanyon
I563332,3351,Toys,3,107.52,Cash,30/05/2022,Metrocity
I223753,5956,Cosmetics,2,81.32,Cash,3/9/2021,Viaport Outlet
I332588,1005,Books,4,60.6,Credit Card,9/2/2022,Mall of Istanbul
I243046,1124,Clothing,1,300.08,Credit Card,23/07/2021,Kanyon
I127916,7,Shoes,4,2400.68,Cash,27/01/2023,Istinye Park
I142966,312,Toys,3,107.52,Cash,21/11/2021,Zorlu Center
I157449,698,Food & Beverage,2,10.46,Credit Card,6/8/2021,Emaar Square Mall
I750683,129,Toys,5,179.2,Cash,15/04/2022,Kanyon
I750181,1031,Clothing,1,300.08,Credit Card,7/7/2021,Kanyon
I270892,152,Shoes,5,3000.85,Credit Card,17/09/2022,Viaport Outlet
I168310,1895,Clothing,3,900.24,Cash,4/9/2021,Metrocity
I979378,703,Shoes,5,3000.85,Cash,28/10/2022,Metrocity
I826052,57,Toys,5,179.2,Credit Card,8/8/2022,Mall of Istanbul
I124055,1969,Souvenir,4,46.92,Cash,27/04/2022,Metrocity
I957241,756,Cosmetics,2,81.32,Debit Card,18/08/2021,Mall of Istanbul
I133027,863,Clothing,3,900.24,Credit Card,20/07/2022,Mall of Istanbul
I520950,217,Shoes,3,1800.51,Cash,19/08/2021,Metropol AVM
I111538,1906,Food & Beverage,1,5.23,Cash,24/06/2021,Cevahir AVM
I539046,788,Clothing,3,900.24,Cash,16/02/2021,Istinye Park
I151961,896,Cosmetics,3,121.98,Debit Card,30/01/2022,Metropol AVM
I187554,240,Food & Beverage,5,26.15,Cash,6/5/2021,Viaport Outlet
I858370,4142,Shoes,5,3000.85,Credit Card,14/02/2021,Metrocity
I320548,2292,Shoes,2,1200.34,Cash,3/1/2023,Viaport Outlet
I594163,1577,Souvenir,2,23.46,Debit Card,16/07/2021,Metropol AVM
I306203,1761,Food & Beverage,1,5.23,Cash,31/07/2021,Metropol AVM
I184223,2182,Food & Beverage,3,15.69,Cash,9/6/2022,Mall of Istanbul
I865113,1185,Clothing,5,1500.4,Cash,12/6/2022,Mall of Istanbul
I180501,3378,Clothing,4,1200.32,Cash,21/03/2022,Metropol AVM
I382877,1368,Clothing,4,1200.32,Debit Card,23/06/2022,Zorlu Center
I239489,1895,Cosmetics,3,121.98,Cash,7/1/2021,Kanyon
I122152,147,Food & Beverage,5,26.15,Cash,26/08/2021,Mall of Istanbul
I395825,251,Food & Beverage,2,10.46,Credit Card,1/3/2021,Kanyon
I484257,71,Cosmetics,3,121.98,Cash,30/06/2021,Kanyon
I178867,4535,Clothing,3,900.24,Cash,12/11/2021,Mall of Istanbul
I856959,175,Toys,3,107.52,Credit Card,4/4/2022,Istinye Park
I203950,3225,Food & Beverage,4,20.92,Cash,10/7/2022,Kanyon
I150645,446,Food & Beverage,5,26.15,Credit Card,29/09/2022,Metropol AVM
I881522,2717,Clothing,1,300.08,Credit Card,19/11/2022,Kanyon
I310197,728,Books,4,60.6,Debit Card,22/01/2021,Metrocity
I147775,243,Clothing,2,600.16,Credit Card,20/12/2021,Metrocity
I296322,2072,Clothing,3,900.24,Debit Card,3/1/2021,Metrocity
I170375,2141,Cosmetics,4,162.64,Debit Card,1/5/2022,Mall of Istanbul
I284820,613,Cosmetics,5,203.3,Cash,22/06/2021,Forum Istanbul
I501367,817,Toys,4,143.36,Credit Card,13/02/2021,Istinye Park
I247222,2274,Clothing,2,600.16,Debit Card,20/05/2021,Cevahir AVM
I321130,415,Cosmetics,1,40.66,Debit Card,18/10/2021,Emaar Square Mall
I250780,1759,Clothing,4,1200.32,Credit Card,28/03/2021,Mall of Istanbul
I189716,731,Cosmetics,5,203.3,Credit Card,30/01/2022,Metrocity
I923766,603,Clothing,5,1500.4,Credit Card,29/07/2022,Mall of Istanbul
I337574,340,Food & Beverage,2,10.46,Cash,6/2/2022,Metropol AVM
I270330,229,Clothing,4,1200.32,Cash,12/5/2022,Metropol AVM
I773168,314,Cosmetics,2,81.32,Credit Card,19/02/2021,Metropol AVM
I247888,204,Clothing,5,1500.4,Credit Card,3/3/2023,Viaport Outlet
I169496,235,Clothing,1,300.08,Credit Card,11/8/2022,Metropol AVM
I143597,3330,Clothing,1,300.08,Cash,22/01/2021,Cevahir AVM
I258408,3623,Food & Beverage,1,5.23,Cash,22/06/2021,Zorlu Center
I334413,202,Cosmetics,4,162.64,Credit Card,12/1/2022,Mall of Istanbul
I141854,945,Clothing,3,900.24,Cash,15/03/2022,Mall of Istanbul
I909349,1135,Toys,1,35.84,Cash,9/7/2022,Forum Istanbul
I255245,916,Technology,2,2100.0,Cash,10/9/2021,Kanyon
I185383,215,Clothing,3,900.24,Cash,26/08/2021,Forum Istanbul
I847524,1952,Shoes,4,2400.68,Credit Card,3/5/2022,Kanyon
I607122,1440,Clothing,1,300.08,Debit Card,20/11/2021,Metropol AVM
I111558,279,Shoes,1,600.17,Debit Card,24/05/2021,Istinye Park
I583372,284,Toys,1,35.84,Credit Card,8/12/2021,Zorlu Center
I116381,874,Souvenir,2,23.46,Debit Card,5/2/2022,Metropol AVM
I294602,452,Toys,4,143.36,Cash,28/10/2022,Zorlu Center
I150255,251,Shoes,2,1200.34,Cash,11/2/2021,Kanyon
I923757,1393,Clothing,3,900.24,Debit Card,12/2/2021,Viaport Outlet
I313072,556,Clothing,2,600.16,Credit Card,11/5/2022,Kanyon
I178738,1947,Technology,1,1050.0,Cash,3/10/2021,Metropol AVM
I244519,1318,Food & Beverage,1,5.23,Debit Card,11/6/2021,Metropol AVM
I777270,178,Technology,3,3150.0,Cash,9/8/2022,Metrocity
I578472,682,Books,4,60.6,Cash,22/10/2021,Metropol AVM
I169339,732,Clothing,2,600.16,Cash,4/8/2022,Cevahir AVM
I113072,329,Food & Beverage,2,10.46,Credit Card,5/3/2023,Mall of Istanbul
I211449,735,Clothing,3,900.24,Cash,19/03/2022,Mall of Istanbul
I119397,2344,Technology,3,3150.0,Cash,14/01/2021,Kanyon
I247417,2007,Clothing,4,1200.32,Cash,15/01/2022,Viaport Outlet
I255193,4,Food & Beverage,1,5.23,Debit Card,1/1/2022,Viaport Outlet
I223760,749,Clothing,4,1200.32,Cash,26/01/2021,Cevahir AVM
I284124,1031,Clothing,3,900.24,Credit Card,15/07/2021,Istinye Park
I758646,608,Clothing,2,600.16,Cash,5/12/2021,Mall of Istanbul
I250578,41,Toys,2,71.68,Credit Card,5/7/2021,Metrocity
I128515,444,Cosmetics,5,203.3,Debit Card,6/1/2021,Zorlu Center
I155725,621,Cosmetics,1,40.66,Cash,30/03/2022,Kanyon
